record_key,date,date_precision,calendar,kind,direction,sender,recipient,place,language,language_detail,period,edition_of_record,tboo_volume,tboo_page_first,tboo_page_last,witness_class,witness_lines,translation_grade,collated,hven_kassel,concerns_press,abstract,tekstnet_url,letter_page
brahe-t_15851111001,1585-11-11,day,os,letter,from,Tycho Brahe,Anders Sørensen Vedel,Hven,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,97,98,copies-only,1,A,yes,no,yes,"Reports the dismissal of a servant who committed theft and fornication with a maidservant, and asks Vedel's assistance in the resulting domestic matter.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15851111001/,letters/brahe-t_15851111001.html
brahe-t_15851213001,1585-12-13,day,os,letter,to,Thaddaeus Hagecius,Tycho Brahe,Prague,Latin,Latin,hven,"Friis, Tychonis Brahei et ad eum doctorum virorum epistolae ab anno 1568 ad annum 1587 (1876–86)",VII,98,99,copies-only,1,A,yes,no,yes,Sends greetings via a chance messenger — a servant of the Navarrese ambassador passing through Prague — and notes the difficulty of correspondence across such distance.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_15851213001/,letters/brahe-t_15851213001.html
brahe-t_15860000001,1586-00-00,year,unmarked,letter,from,Tycho Brahe,"Rudolf II, Holy Roman Emperor",Hven,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,31,32,unmarked-only,1,A,yes,no,no,"Describes Uraniborg and its facilities, reports progress on astronomical and chemical works, and petitions the Emperor for an imperial printing privilege to protect publication.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15860000001/,letters/brahe-t_15860000001.html
brahe-t_15860130001,1586-01-30,day,os,letter,from,Tycho Brahe,Birgitte Bølle,Hven,Danish,Danish,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,30,31,original,1,A,yes,no,no,"Replies to his aunt's enquiry about a builder named Master Hans, who is expected within days, promising to relay her requirements when he arrives.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15860130001/,letters/brahe-t_15860130001.html
brahe-t_15860301001,1586-03-01,day,os,letter,from,Tycho Brahe,"Wilhelm IV, Landgrave of Hesse-Kassel",Hven,Latin,Latin,hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,35,40,none,0,B,no,yes,yes,"Responds to a copy of Wilhelm's letter to Heinrich Rantzau, expressing delight that the Landgrave continues to pursue astronomical studies at a mature age.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15860301001/,letters/brahe-t_15860301001.html
brahe-t_15860315001,1586-03-15,day,os,letter,to,Heinrich Brucaeus,Tycho Brahe,Rostock,Latin,Latin,hven,"Friis, Tychonis Brahei et ad eum doctorum virorum epistolae ab anno 1568 ad annum 1587 (1876–86)",VII,100,101,unmarked-only,1,A,yes,no,yes,"Reports hearing a (false) rumour of Tycho's death, announces the purchase of Clavius's Gnomonice and Magini's Tables with Ephemerides on his behalf, and asks confirmation.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15860315001/,letters/brahe-t_15860315001.html
brahe-t_15860323001,1586-03-23,day,os,letter,from,Tycho Brahe,Henrik Rantzau,Hven,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,100,102,unmarked-only,1,A,yes,no,yes,"Excuses a delayed reply by winter ice blocking the island, and reports having already sent Wilhelm IV a compendious description of the comet observations.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15860323001/,letters/brahe-t_15860323001.html
brahe-t_15860328001,1586-03-28,day,os,act,to,"Rudolf II, Holy Roman Emperor",Tycho Brahe,Prague,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,32,34,unmarked-only,1,A,yes,no,no,"Grants Tycho Brahe a ten-year imperial printing privilege, prohibiting all printers and booksellers from reproducing his mathematical works without authorisation.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15860328001/,letters/brahe-t_15860328001.html
brahe-t_15860414001,1586-04-14,day,os,letter,to,"Wilhelm IV, Landgrave of Hesse-Kassel",Tycho Brahe,Kassel,German,"German, with Latin code-switching",hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,47,50,none,0,B,no,yes,yes,Thanks Tycho for the comet observations and reports that the Kassel mathematician's observations agree closely with Tycho's after equation of times and longitudes.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_15860414001/,letters/brahe-t_15860414001.html
brahe-t_15860509001,1586-05-09,day,os,letter,to,Thaddaeus Hagecius,Tycho Brahe,Prague,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,102,104,unmarked-only,1,A,yes,no,yes,"Explains the mutual delay: Tycho's August letter arrived only in March, and Hagecius's lucubrations were returned from Frankfurt after the Navarrese ambassador changed his route.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15860509001/,letters/brahe-t_15860509001.html
brahe-t_15860701001,1586-07-01,day,os,letter,from,Tycho Brahe,Thaddaeus Hagecius,Hven,Latin,Latin,hven,"Friis, Tychonis Brahei et ad eum doctorum virorum epistolae ab anno 1568 ad annum 1587 (1876–86)",VII,105,109,unmarked-only,1,A,yes,no,yes,"Acknowledges simultaneous receipt of two letters, Hagecius's revised Dialexis, and the Imperial printing privilege, and discusses the contents of these items.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15860701001/,letters/brahe-t_15860701001.html
brahe-t_15860818001,1586-08-18,day,os,letter,from,Tycho Brahe,Peter Young,Hven,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,110,110,unmarked-only,1,A,yes,no,no,"Reminds Young of his promise to visit Uraniborg and invites him to come the following day, noting that Erik Lange and Falk Gøye also await his arrival.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15860818001/,letters/brahe-t_15860818001.html
brahe-t_15860826001,1586-08-26,day,os,letter,to,"Wilhelm IV, Landgrave of Hesse-Kassel",Tycho Brahe,Kassel,German,"German, with Latin code-switch",hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,58,59,none,0,B,no,yes,yes,"Follows up on his unanswered April letter, notes that comet and nova-near-Cassiopeia observations agree closely, and requests Tycho's judgment on the Kassel observations.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15860826001/,letters/brahe-t_15860826001.html
brahe-t_15860907001,1586-09-07,day,ns,letter,to,Thaddaeus Hagecius,Tycho Brahe,Prague,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,194,194,unmarked-only,1,A,yes,no,yes,"Asks Tycho to confirm receipt of earlier letters and Werner's book, and notes that Jacobus Curtius, Vice-Chancellor of the Empire, eagerly awaits Tycho's first publication.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15860907001/,letters/brahe-t_15860907001.html
brahe-t_15860907002,1586-09-07,day,os,letter,to,Christoph Rothmann,Tycho Brahe,Kassel,Latin,Latin,hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,60,61,none,0,B,no,yes,yes,Asks why Tycho has not replied to letters sent via the Frankfurt fair and conveys the Landgrave's repeated inquiries about the delayed answer.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_15860907002/,letters/brahe-t_15860907002.html
brahe-t_15861014001,1586-10-14,day,os,letter,to,"Wilhelm IV, Landgrave of Hesse-Kassel",Tycho Brahe,Kassel,German,German,hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,58,71,none,0,B,no,yes,yes,"Reminds Tycho of two unanswered letters, renewing the request to send his observations of the fixed stars for comparison with Kassel's own.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15861014001/,letters/brahe-t_15861014001.html
brahe-t_15870101001,1587-01-01,day,os,letter,from,Tycho Brahe,"Wilhelm IV, Landgrave of Hesse-Kassel",Hven,Latin,Latin,hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,61,66,unmarked-only,1,B,no,yes,yes,"Apologizes for the long delay in replying, attributing it to distance and infrequent mail opportunities, and begins addressing the Landgrave's astronomical inquiries.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15870101001/,letters/brahe-t_15870101001.html
brahe-t_15870117001,1587-01-17,day,os,letter,to,Henrik Rantzau,Tycho Brahe,Segeberg,Latin,Latin,hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,28,30,none,0,B,no,yes,yes,Praises the correspondence between Tycho and the Landgrave as beneficial to astronomy and congratulates the age for producing princes devoted to the study of the science.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_15870117001/,letters/brahe-t_15870117001.html
brahe-t_15870120001,1587-01-20,day,os,letter,from,Tycho Brahe,Christoph Rothmann,Hven,Latin,Latin,hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,99,104,none,0,B,no,yes,yes,"Acknowledges Rothmann's April letter with its recondite astronomical discussions, explains the delay in replying, and reports having communicated celestial observations to the Landgrave.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15870120001/,letters/brahe-t_15870120001.html
brahe-t_15870125001,1587-01-25,day,os,letter,from,Tycho Brahe,Thaddaeus Hagecius,Hven,Latin,Latin,hven,"Friis, Tychonis Brahei et ad eum doctorum virorum epistolae ab anno 1568 ad annum 1587 (1876–86)",VII,110,114,copies-only,1,A,yes,no,yes,Returns Hagecius's manuscript on the new star and comets via the Frankfurt fair and advises him to revise his treatment of the 1577 comet before publishing.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_15870125001/,letters/brahe-t_15870125001.html
brahe-t_15870522001,1587-05-22,day,os,letter,to,Heinrich Brucaeus,Tycho Brahe,Rostock,Latin,Latin,hven,"Friis, Tychonis Brahei et ad eum doctorum virorum epistolae ab anno 1568 ad annum 1587 (1876–86)",VII,114,114,copies-only,1,A,yes,no,yes,"Introduces a young scholar visiting Tycho, urges completion of the star catalogue's longitudes and latitudes, and endorses Tycho's dissent from prior authorities if experience warrants it.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15870522001/,letters/brahe-t_15870522001.html
brahe-t_15870718001,1587-07-18,day,os,letter,from,Tycho Brahe,Niels Bild,Hven,Danish,"Danish, with Latin rubric",hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,35,37,copies-only,1,A,yes,no,no,"Intercedes for his former bailiff Christoffer Pepler, seeking recovery of debts withheld by Nordfjord peasants and reimbursement for buildings erected on a waste plot.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15870718001/,letters/brahe-t_15870718001.html
brahe-t_15870812001,1587-08-12,day,os,letter,from,Tycho Brahe,Christoph Rothmann,Hven,Latin,Latin,hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,104,105,none,0,B,no,yes,yes,"Reports that a messenger returned from Frankfurt with no letters, explaining that the Landgrave had been occupied with a wedding and has promised a reply by courier shortly.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15870812001/,letters/brahe-t_15870812001.html
brahe-t_15870911001,1587-09-11,day,os,letter,to,"Wilhelm IV, Landgrave of Hesse-Kassel",Tycho Brahe,Kassel,German,"German, with Latin code-switching",hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,105,108,none,0,B,no,yes,yes,"Thanks Tycho for his observations and reports close agreement with Kassel's in distances and declinations to fractions of a minute, though a five-minute discrepancy in longitudes remains.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15870911001/,letters/brahe-t_15870911001.html
brahe-t_15870924001,1587-09-24,day,os,letter,to,"Frederik II, King of Denmark",Tycho Brahe,Copenhagen,Danish,Danish,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,37,37,draft-only,1,A,yes,no,no,"Requests the almanacs for 1588 that Tycho had promised, asking him to send them by the current messenger if ready or complete them as soon as possible.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15870924001/,letters/brahe-t_15870924001.html
brahe-t_15871011001,1587-10-11,day,os,letter,to,Christoph Rothmann,Tycho Brahe,Kassel,Latin,Latin,hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,116,121,none,0,B,no,yes,yes,"Apologizes for the delayed reply, acknowledges Tycho's parallax argument for the comet, but reports his own observations cannot detect parallax, engaging Copernican hypotheses on the point.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15871011001/,letters/brahe-t_15871011001.html
brahe-t_15871019001,1587-10-19,day,os,letter,from,Tycho Brahe,Henrik Rantzau,Hven,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,383,385,copies-only,1,A,yes,no,yes,"Apologizes for summer silence, explaining he awaited the Landgrave's reply before forwarding copies of their astronomical correspondence, which he now encloses.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15871019001/,letters/brahe-t_15871019001.html
brahe-t_15871028001,1587-10-28,day,os,letter,to,Heinrich Brucaeus,Tycho Brahe,Rostock,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,114,115,copies-only,1,A,yes,no,yes,Thanks Tycho for copies of the Hven–Kassel correspondence and engages the evidence for stellar latitude changes linked to variation in the obliquity of the ecliptic.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_15871028001/,letters/brahe-t_15871028001.html
brahe-t_15871114001,1587-11-14,day,os,letter,to,Christoph Rothmann,Tycho Brahe,Kassel,Latin,Latin,hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,119,121,none,0,B,no,yes,yes,Corrects a misquotation in his previous letter: the writers on optics place the dense atmosphere's upper limit not at one terrestrial semidiameter but at a much smaller fraction.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_15871114001/,letters/brahe-t_15871114001.html
brahe-t_15871207001,1587-12-07,day,os,letter,from,Tycho Brahe,Henrik Below,Hven,German,"German, with Danish address and Latin code-switches",hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,116,119,unmarked-only,1,A,yes,no,no,"Addresses the question, forwarded from Duke Ulrich of Mecklenburg, of whether Tobias Möller's or Andreas Rosa's assignment of planetary rulers for 1588 is correct.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15871207001/,letters/brahe-t_15871207001.html
brahe-t_15880503001,1588-05-03,day,os,letter,from,Tycho Brahe,Thaddaeus Hagecius,Hven,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,120,121,unmarked-only,1,A,yes,no,yes,"Confirms Hagecius's manuscript was sent to Frankfurt, advises him to revise his treatment of the 1577 comet, and sends the second volume of his own work on it.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15880503001/,letters/brahe-t_15880503001.html
brahe-t_15880523001,1588-05-23,day,os,letter,to,Johannes Caselius,Tycho Brahe,Rostock,Latin,Latin,hven,Epistolae ad viros nobiles,VII,121,121,none,0,A,yes,no,no,"Introduces a Brandenburg knight, Haken, who wishes to visit, and mentions composing a panegyric of the Danish king to be sent in June.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15880523001/,letters/brahe-t_15880523001.html
brahe-t_15880611001,1588-06-11,day,os,letter,from,Tycho Brahe,Christoph Rothmann,Hven,Latin,Latin,hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,131,133,none,0,B,no,yes,yes,"Excuses a delayed reply on grounds of illness and pressing occupations, and reports ongoing Venus observations intended to settle a five-minute longitude discrepancy between their star positions.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15880611001/,letters/brahe-t_15880611001.html
brahe-t_15880815001,1588-08-15,day,os,letter,to,"Ulrich III, Duke of Mecklenburg",Tycho Brahe,Grabow,German,"German, with Latin code-switch",hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,40,41,draft-only,1,A,yes,no,no,"Reports that fifty-five reams of printing paper, delayed by mould-adaptation, have been forwarded via Master Peter the clockmaker as a gift.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15880815001/,letters/brahe-t_15880815001.html
brahe-t_15880816001,1588-08-16,day,os,letter,from,Tycho Brahe,"Wilhelm IV, Landgrave of Hesse-Kassel",Hven,Latin,Latin,hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,127,132,none,0,B,no,yes,yes,"Explains a delayed reply by missed courier opportunities and ongoing Venus observations, which he intends to compare with prior morning observations before writing more fully.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15880816001/,letters/brahe-t_15880816001.html
brahe-t_15880817001,1588-08-17,day,os,letter,from,Tycho Brahe,Thaddaeus Hagecius,Hven,Latin,Latin,hven,"Friis, Tychonis Brahei et ad eum doctorum virorum epistolae ab anno 1588 (1900–09)",VII,122,123,unmarked-only,1,A,yes,no,yes,"Notes the second book of *De mundi aetherei* was sent in May, and urges a frank written opinion of its contents before winter cuts off correspondence.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15880817001/,letters/brahe-t_15880817001.html
